collegeName,aliasName,state,city,photo,rank,ACT,aidPercent,acceptance,tuition,gpa,enrollment,SAT,costAfterAid,type,academicCalendar,setting,website
California Lutheran University,CLU,CA,Thousand Oaks,https://www.usnews.com/dims4/USNEWS/ebeae6d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0e%2Fcf%2F8f4521a44c4f8e2db768b0e26c21%2F190830california-lutheran-university9.jpg,#9,21,71,71,44383,3.7,3059,1070,33900,Private,Semester,Suburban,http://www.callutheran.edu
Missouri Western State University,,MO,St. Joseph,https://www.usnews.com/dims4/USNEWS/1bde8a4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F10%2F3205046cad115cc8d7c654db655d76%2Fcollege-photo_23859.jpg,#117-#153,,,,,,,,,Public,Semester,City,http://www.missouriwestern.edu
Andrews University,,MI,Berrien Springs,,#293-#381,21,,66,30158,3.6,1702,1040,,Private,Semester,Rural,http://www.andrews.edu
MGH Institute of Health Professions,,MA,Boston,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Rhodes College,,TN,Memphis,https://www.usnews.com/dims4/USNEWS/894dea3/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fff%2F2eeccd749fad0acafbf939b31d540d%2F48433677217_f444460435_k.jpg,#53,28,49,45,49198,3.9,2008,1240,29762,Private,Semester,Urban,http://www.rhodes.edu
North Seattle College,,WA,Seattle,,Unranked,,,,,,,,,Public,N/A,N/A,hi
Brandman University,,CA,Irvine,,Unranked,,,79,15440,,4246,,,Private,Trimester,Suburban,http://www.brandman.edu
Olympic College,,WA,Bremerton,,Unranked,,,,,,,,,Public,N/A,N/A,//www.olympic.edu
Saint Xavier University,St Xavier University Saint Xavier University,IL,Chicago,https://www.usnews.com/dims4/USNEWS/4e6a7fb/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0d%2F491c93c9fe9f755e9f116d7b4b9bba%2Fcollege-photo_8213.jpg,#61,19,87,74,34390,3.6,2955,950,25185,Private,Semester,City,https://www.sxu.edu/admissions/
Concordia University,,NE,Seward,https://www.usnews.com/dims4/USNEWS/97ac9d0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc9%2F059c4a64af429834bd34205a1b2db1%2Fcollege-photo_34928.jpg,#33,20,78,68,33490,3.6,1836,890,23224,Private,Semester,Rural,http://www.cune.edu
Emmanuel College,,GA,Franklin Springs,,#39,18,76,42,20712,,920,930,19096,Private,Semester,Rural,http://www.ec.edu
CUNY--Baruch College,CUNY Baruch College CUNY Baruch College,NY,New York,https://www.usnews.com/dims4/USNEWS/6bc2fac/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc2%2Ffcb200272a57d265579c488a19bdd1%2Fcollege-photo_29413.jpg,#16,,1,39,18971,3.3,15024,1220,32808,Public,Semester,Urban,http://www.baruch.cuny.edu
Thomas More College of Liberal Arts,,NH,Merrimack,https://www.usnews.com/dims4/USNEWS/cde6719/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F57%2Fb87add8ca589d61145239c74c36054%2Fcollege-photo_37276.jpg,Unranked,,,100,21600,,90,,,Private,Semester,Suburban,//www.thomasmorecollege.edu
Villa Maria College,,NY,Buffalo,,Unranked,,,,23280,,,,,Private,N/A,N/A,hi
North Carolina Wesleyan College,,NC,Rocky Mount,,#43,15,,63,32050,,2008,870,,Private,Semester,Suburban,http://www.ncwc.edu
Stetson University,,FL,DeLand,https://www.usnews.com/dims4/USNEWS/27938a0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F39%2F6c75f73482b3e656320b9f78775e87%2Fcollege-photo_31826.jpg,#5,23,67,68,47630,3.8,3150,1120,31243,Private,Semester,Suburban,http://www.stetson.edu
Wesleyan University,,CT,Middletown,https://www.usnews.com/dims4/USNEWS/bbd110f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa2%2Ff3a8290137fd641a593c1ebfd1b778%2Fcollege-photo_27361.jpg,#17,30,42,17,57004,,3009,1320,23768,Private,Semester,City,http://www.wesleyan.edu
Castleton University,,VT,Castleton,,#21,16,,87,28322,3,1890,930,,Public,Semester,Rural,http://www.castleton.edu
Pitzer College,,CA,Claremont,https://www.usnews.com/dims4/USNEWS/dfe561b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F2c%2Ffc6e9026aca7ec3f09e5fe77768337%2Fcollege-photo_14569.jpg,#35,30,,13,54056,3.7,1106,1340,,Private,Semester,Suburban,http://www.pitzer.edu
Pacific University,,OR,Forest Grove,https://www.usnews.com/dims4/USNEWS/d4fc87d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F98%2F94599dd82347cf16bbe93895acf6ee%2Fcollege-photo_10957.jpg,#185,21,78,85,46402,3.7,1894,1060,31014,Private,Semester,Suburban,http://www.pacificu.edu
DePaul University,,IL,Chicago,https://www.usnews.com/dims4/USNEWS/9541660/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc0%2Fff83f231242936db24d261135d2690%2Fcollege-photo_14885.jpg,#125,23,68,68,41202,3.7,14507,1080,36205,Private,Quarter,Urban,http://www.depaul.edu
Clarkson University,,NY,Potsdam,https://www.usnews.com/dims4/USNEWS/25f5939/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F91%2F5e6a368730ac10c4006f36f0f62566%2Fcollege-photo_23146.jpg,#117,24,81,71,51128,3.7,3091,1160,34941,Private,Semester,Rural,https://www.clarkson.edu/
Ohio Christian University,,OH,Circleville,,#117-#153,,,,,,,,,Private,Semester,Rural,http://www.ohiochristian.edu/
University of Michigan--Ann Arbor,UM University of Michigan Ann Arbor,MI,Ann Arbor,https://www.usnews.com/dims4/USNEWS/01277f1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F90%2F363ccab41098d16654b58fde153832%2Fcollege-photo_25610.jpg,#25,30,28,23,51200,3.9,30318,1330,32507,Public,Trimester,City,//umich.edu
Lewis & Clark College,Lewis and Clark College,OR,Portland,https://www.usnews.com/dims4/USNEWS/89f942a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb8%2Fdaa5aedfe58629783e2a4300a69067%2Fcollege-photo_10650.jpg,#72,27,56,74,52780,3.9,2087,1230,30860,Private,Semester,City,http://www.lclark.edu
Juilliard School,,NY,New York,https://www.usnews.com/dims4/USNEWS/6d00fca/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F31%2F376b0fab1621726bcca1dc79aaa7f0%2Fcollege-photo_16842.jpg,Unranked,,,6,47620,,,,,Private,Semester,Urban,http://www.juilliard.edu
Frostburg State University,,MD,Frostburg,https://www.usnews.com/dims4/USNEWS/ad58e11/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fff%2F02cc4a063d38d84024cfe524a5843d%2Fcollege-photo_27160.jpg,#108,17,,78,23510,3.3,4638,930,,Public,Semester,Rural,http://www.frostburg.edu
McKendree University,,IL,Lebanon,https://www.usnews.com/dims4/USNEWS/e09ba5c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F61%2F19821a7a05b3d3612cee15bcca4995%2Fcollege-photo_2144.jpg,#53,19,76,67,31640,3.4,1956,960,24881,Private,Semester,Suburban,http://www.mckendree.edu
Bentley University,,MA,Waltham,https://www.usnews.com/dims4/USNEWS/cc1a519/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F21%2F56abd72a12f92e3a3816b40be191bc%2Fcollege-photo_15683.jpg,#2,28,43,43,51830,,4253,1240,34315,Private,Semester,Suburban,http://www.bentley.edu
University of Richmond,,VA,Univ. of Richmond,https://www.usnews.com/dims4/USNEWS/33a48a6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd9%2Ff6a5265452a447f6c7cb524dc8a740%2Fcollege-photo_15458.jpg,#23,30,39,30,54690,,3227,1290,23255,Private,Semester,Suburban,http://www.richmond.edu
Westminster College,,MO,Fulton,,#157,20,,94,27600,3.4,717,1030,,Private,Semester,Rural,https://www.wcmo.edu/
Wenatchee Valley College,,WA,Wenatchee,,Unranked,,,,,,,,,Public,N/A,N/A,//www.cascadia.edu
CUNY--College of Staten Island,CUNY College of Staten Island CUNY College of Staten Island,NY,Staten Island,https://www.usnews.com/dims4/USNEWS/3a4c4fc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdb%2F9c9799895cf5ade9eaf02a3df9f674%2Fcollege-photo_25829.jpg,#129-#170,,,100,19150,3,12211,990,,Public,Semester,Urban,http://www.csi.cuny.edu
University of Wisconsin--Whitewater,University of Wisconsin Whitewater,WI,Whitewater,https://www.usnews.com/dims4/USNEWS/08d661b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb7%2F51100d79640bf76d955b45f8a18aaf%2Fcollege-photo_5321.jpg,#61,20,,87,16416,3.3,10747,900,,Public,Semester,Suburban,http://www.uww.edu
Martin Luther College,,MN,New Ulm,,Unranked,,,,,,,,,Private,N/A,N/A,//www.mlc-wels.edu
Lynn University,,FL,Boca Raton,https://www.usnews.com/dims4/USNEWS/2a91bbc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F21%2Fe0f011a5e5c9698adf3ff3da5bb657%2Fcollege-photo_25128.jpg,#65,20,,70,38930,3.1,2232,990,,Private,Semester,Suburban,http://www.lynn.edu
Indiana University Southeast,,IN,New Albany,,#117-#153,17,,85,19978,3.3,4659,950,,Public,Semester,Suburban,https://www.ius.edu
Strayer University,,DC,Washington,,Unranked,,,,,,,,,Proprietary,N/A,N/A,http://www.strayer.edu
University of Massachusetts--Dartmouth,UMass University of Massachusetts Dartmouth,MA,North Dartmouth,https://www.usnews.com/dims4/USNEWS/394993b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fca%2F3f30ad1ad7cd8ed16df7648d2a1194%2Fcollege-photo_33772.jpg,#218,19,,78,30103,3.2,6841,990,,Public,Semester,Suburban,http://www.umassd.edu
University of West Alabama,,AL,Livingston,,#96-#122,18,,40,18490,,2159,,,Public,Semester,Rural,http://www.uwa.edu
College of New Jersey,,NJ,Ewing,https://www.usnews.com/dims4/USNEWS/3de58ce/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1e%2F69dd1b6e30382d0f1ca30e525aae77%2Fcollege-photo_7806.jpg,#4,25,20,50,28901,,7048,1160,42674,Public,Semester,Suburban,http://www.tcnj.edu
Florida Atlantic University,,FL,Boca Raton,https://www.usnews.com/dims4/USNEWS/514fcb9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd8%2F9a17240c5771252bec90f4b7293506%2Fcollege-photo_1284.jpg,#281,21,,59,21595,3.9,24569,1080,,Public,Semester,City,http://www.fau.edu
Longwood University,,VA,Farmville,https://www.usnews.com/dims4/USNEWS/429e778/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fee%2Fe82136d581c212f9b778ecee1f890b%2Fcollege-photo_12247.jpg,#13,18,71,89,29720,3.4,4324,980,29960,Public,Semester,Rural,http://www.longwood.edu/
Asbury University,,KY,Wilmore,https://www.usnews.com/dims4/USNEWS/43218ce/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F59%2Fd4384a7b92a69185c95d351b1f63d6%2Fcollege-photo_12926.jpg,#9,21,69,67,30952,3.6,1697,1060,30828,Private,Semester,City,https://www.wju.edu/admissions/
Niagara University,,NY,Niagara University,https://www.usnews.com/dims4/USNEWS/fc7b38f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff4%2F3d33a9b744f363b1aba45310619d57%2Fcollege-photo_12456.jpg,#32,22,68,87,34510,3.4,2818,1020,24864,Private,Semester,Suburban,http://www.niagara.edu
Rutgers University--Newark,"Rutgers University Rutgers, the State University of New Jersey Newark",NJ,Newark,https://www.usnews.com/dims4/USNEWS/64fb5df/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe2%2Fdf1e430bd929ca578704004ed2689f%2Fcollege-photo_36380.jpg,#132,19,11,63,31608,,9142,1020,41801,Public,Semester,Urban,http://www.newark.rutgers.edu/
Heidelberg University,,OH,Tiffin,https://www.usnews.com/dims4/USNEWS/b9eb44c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fea%2F10b4dd1cf24737ebde2e36fbb25fa9%2Fcollege-photo_16131.jpg,#18,19,87,67,31700,3.4,1039,990,22800,Private,Semester,City,http://www.heidelberg.edu
North Dakota State University,,ND,Fargo,https://www.usnews.com/dims4/USNEWS/1630df0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F52%2F64987e83b20baca0ce8437020a6bad%2Fcollege-photo_28974.jpg,#281,21,,93,13628,3.4,11425,1083,,Public,Semester,City,http://www.ndsu.edu
University of the Ozarks,,AR,Clarksville,,#7,19,71,90,25950,3.4,872,940,32642,Private,Semester,Rural,https://www.ozarks.edu
Pittsburgh Technical College,,PA,Oakdale,,Unranked,,,,,,,,,Private,N/A,N/A,//www.btc.edu
Florida National University--Main Campus,,FL,Hialeah,,Unranked,,,97,13688,,3819,,,Proprietary,Semester,City,http://www.fnu.edu/
Saint Joseph's University,St Joseph's University Saint Joseph's University St Josephs University Saint Josephs University St. Josephs University,PA,Philadelphia,https://www.usnews.com/dims4/USNEWS/993ff8e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff1%2F2446ccbc49b1712ec77bed0aee65d7%2Fcollege-photo_895.jpg,#10,23,61,76,46550,3.6,4904,1120,37902,Private,Semester,Suburban,http://www.sju.edu
Fayetteville State University,,NC,Fayetteville,https://www.usnews.com/dims4/USNEWS/bd9b763/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4e%2F2d3e67d742e6b45841ac7e841cbbbf%2Fcollege-photo_20517.jpg,#87,16,,68,16523,3.4,5473,890,,Public,Semester,City,https://www.uncfsu.edu/fsu-admissions/undergraduate-admissions
Miami International University of Art & Design,,FL,Miami,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.aimiu.aii.edu/
Louisiana State University--Shreveport,LSU Shreveport Louisiana State University Shreveport Louisiana State University Shreveport,LA,Shreveport,https://www.usnews.com/dims4/USNEWS/f0e3eb6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F92%2Fd91c9d03d08b817ededfd6acfa3362%2Fcollege-photo_11025.jpg,#96-#122,20,,87,20673,3.3,2511,1020,,Public,Semester,City,http://www.lsus.edu
Washington College,,MD,Chestertown,https://www.usnews.com/dims4/USNEWS/cef4fab/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0d%2F9f30661b444499302a30877439ce9b%2Fcollege-photo_22399.jpg,#105,22,69,64,48814,3.6,1367,1080,32161,Private,Semester,Rural,http://www.washcoll.edu
Texas A&M University--Texarkana,Texas A & M University--Texarkana Texas A and M University--Texarkana Texas A&M University Texarkana,TX,Texarkana,,#75,19,,93,8117,,,980,,Public,Semester,Rural,http://www.tamut.edu
Drew University,,NJ,Madison,https://www.usnews.com/dims4/USNEWS/d15fa45/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F22%2F360aaf5af8611f726bcc6efc44cd74%2Fcollege-photo_26441.jpg,#117,25,,69,40960,3.5,1668,1110,,Private,Semester,Suburban,http://www.drew.edu
Northwestern Health Sciences University,,MN,Bloomington,,Unranked,,,,,,,,,Private,N/A,N/A,http://www.nwhealth.edu/
Towson University,,MD,Towson,https://www.usnews.com/dims4/USNEWS/9f512d8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff3%2Fc6a71ce168d011f0c7a2cdc7d5fe8e%2Fcollege-photo_13485.jpg,#197,20,,79,24334,3.6,19818,1060,,Public,Semester,Suburban,http://www.towson.edu
Columbia University,,NY,New York,https://www.usnews.com/dims4/USNEWS/2a6cd5c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F1d%2F422774361a22d50cb6230e30fbeb84%2Fcollege-photo_36142.jpg,#3,33,50,6,61850,,6202,1450,21195,Private,Semester,Urban,http://www.columbia.edu
South University-Tampa,,FL,Tampa,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Rensselaer Polytechnic Institute,RPI,NY,Troy,https://www.usnews.com/dims4/USNEWS/87b72cf/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff7%2Fcf3e59fae56b9ace846d167b8a2480%2Fcollege-photo_3861.jpg,#50,29,58,43,55378,3.9,6628,1330,34761,Private,Semester,Suburban,http://www.rpi.edu
Quinnipiac University,,CT,Hamden,https://www.usnews.com/dims4/USNEWS/ae11d63/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4f%2Fe1aaab103d3e950e698d0d7a02acfe%2F20181025-fall-quad-001.jpg,#153,23,62,72,49280,3.4,7425,1090,42272,Private,Semester,Suburban,//www.qu.edu
University of Puerto Rico--Humacao,University of Puerto Rico Humacao,PR,Humacao,,Unranked,,,42,6049,3.7,3300,,,Public,Semester,Suburban,//www.uprh.edu/~admision/
Robert Morris University,,PA,Moon Township,https://www.usnews.com/dims4/USNEWS/4b80f96/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F38%2F69%2F5a3339004cc5a4eda38c89c28350%2F190821robert-morris-university1.jpg,#202,21,,85,31200,3.5,4005,1030,,Private,Semester,Suburban,http://www.rmu.edu
University of Hawaii--Maui College,University of Hawaii Maui,HI,Kahului,,Unranked,,,,,,,,,Public,N/A,N/A,//www.maui.hawaii.edu/
Boricua College,,NY,New York,,Unranked,,,73,11025,,639,,,Private,Semester,Urban,http://www.boricuacollege.edu/
Fort Hays State University,,KS,Hays,,#117-#153,18,,92,15210,3.4,12780,,,Public,Semester,Rural,http://www.fhsu.edu
Howard University,HU,DC,Washington,https://www.usnews.com/dims4/USNEWS/604c52b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2F7bbabaea5b47be61379d37af47e531%2FHowardUniversity-FoundersLibrary.jpg,#104,22,45,32,27206,3.6,6243,1140,39306,Private,Semester,Urban,http://www.howard.edu
Anderson University,,IN,Anderson,https://www.usnews.com/dims4/USNEWS/8a3f4e8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F84%2F97373b03ed86808f08cb7fc9813a5e%2Fcollege-photo_3110.jpg,#84,19,,65,,,,910,,Private,Semester,Suburban,//anderson.edu
Chipola College,,FL,Marianna,,#65-#84,,,,19526,,,,,Public,N/A,N/A,http://www.chipola.edu
National American University,,SD,Rapid City,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.national.edu/rc
Louisiana State University Health Sciences Center,LSU,LA,New Orleans,,Unranked,,,,,,,,,Public,Differs by program,Urban,//www.lsuhsc.edu
University of Tennessee--Martin,University of Tennessee Martin,TN,Martin,https://www.usnews.com/dims4/USNEWS/1a7b3f4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F40%2Fa7e35e99023717df9173ba27db6c73%2Fcollege-photo_26989.jpg,#28,21,4,69,15788,3.5,6694,,22323,Public,Semester,Rural,http://www.utm.edu
Chicago School of Professional Psychology at Los Angeles,,CA,Los Angeles,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Saint Peter's University,St Peter  Saint Peter  St Peters College Saint Peters College St. Peters College,NJ,Jersey City,https://www.usnews.com/dims4/USNEWS/eb9c5f6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F61%2Fa73a55e6e6a874398450409b716006%2Fcollege-photo_34671.jpg,#86,17,,74,38700,3.3,2641,940,,Private,Semester,Urban,http://www.saintpeters.edu
Central Baptist College,,AR,Conway,https://www.usnews.com/dims4/USNEWS/d3ab42b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0c%2F04303b194b43d8971d15dbd87299ee%2Fcollege-photo_18538.jpg,#58,16,,60,16650,2.8,732,880,,Private,Semester,City,//www.cbc.edu
Earlham College,,IN,Richmond,https://www.usnews.com/dims4/USNEWS/86188c2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb7%2Fb1b18c89b712a3be56249a2318e21b%2Fcollege-photo_3333.jpg,#80,26,87,65,47380,3.7,1050,1160,26673,Private,Semester,City,http://www.earlham.edu/admissions
University of Virginia--Wise,University of Virginia Wise,VA,Wise,,#164-#215,18,,77,27987,3.4,2065,950,,Public,Semester,Rural,http://www.uvawise.edu
Limestone College,,SC,Gaffney,,#49,16,,14,26300,2.5,2374,860,,Private,Semester,Suburban,http://www.limestone.edu
University of Louisiana--Lafayette,University of Louisiana Lafayette,LA,Lafayette,https://www.usnews.com/dims4/USNEWS/8fb7659/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe9%2F30cd27065810e33ceca21066b42672%2Fcollege-photo_36218.jpg,#293-#381,21,,56,23640,3.4,15073,1030,,Public,Semester,City,http://www.louisiana.edu
Michigan Technological University,,MI,Houghton,https://www.usnews.com/dims4/USNEWS/705d6e5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa6%2Fc3%2F896aa01f468f894c5d8fd5e5addc%2F190903michigan-technological-university15.jpg,#147,24,31,74,35196,3.8,5828,1170,40873,Public,Semester,Rural,http://www.mtu.edu
Portland State University,PSU,OR,Portland,https://www.usnews.com/dims4/USNEWS/99eea7f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa9%2F4947131aa4995c8ba4f001ec972b0a%2Fcollege-photo_5569.jpg,#293-#381,18,,90,28410,3.5,20967,1010,,Public,Quarter,Urban,http://www.pdx.edu
West Virginia Wesleyan College,,WV,Buckhannon,https://www.usnews.com/dims4/USNEWS/4788405/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F29%2F513eaf6093ba24c70bef82a0fdcb56%2Fcollege-photo_10094.jpg,#54,19,79,70,31944,3.5,1180,975,19980,Private,Semester,Rural,http://www.wvwc.edu
